TicketDate,Hr,TicketCount
2014-12-21,23,1
2014-08-06,21,224
2015-10-31,21,229
2014-05-15,21,250
2014-01-17,11,167
2015-08-09,21,194
2014-12-14,15,544
2014-12-14,9,5
2014-09-12,17,404
2014-09-12,23,9
2015-08-08,11,216
2015-04-03,10,120
2014-12-04,14,362
2014-01-07,10,43
2015-11-27,16,416
2015-11-27,22,160
2014-08-19,11,199
2015-08-12,19,304
2015-04-14,23,3
2014-04-21,15,382
2014-01-01,17,302
2015-04-27,16,314
2015-12-03,9,45
2014-04-24,19,344
2015-10-08,13,478
2015-05-04,13,449
2015-09-27,20,194
2014-08-12,20,287
2015-08-22,14,421
2015-10-15,10,98
2015-04-16,23,5
2015-06-09,19,302
2015-10-07,21,187
2015-09-20,23,4
2014-02-01,9,5
2014-04-14,18,418
2014-05-01,16,385
2014-02-19,22,72
2014-03-09,12,276
2015-08-12,13,490
2015-06-02,22,99
2014-08-09,16,510
2014-06-24,15,376
2014-05-12,9,4
2015-08-05,19,351
2014-06-16,20,343
2014-01-04,18,281
2015-06-12,23,5
2015-07-07,10,99
2015-03-01,19,156
2014-03-19,13,374
2013-12-06,9,6
2015-08-15,20,277
2015-02-22,22,39
2015-06-22,18,407
2014-03-06,14,353
2014-02-06,23,1
2014-07-04,10,100
2014-07-30,21,200
2014-06-06,19,348
2014-03-16,15,445
2015-03-12,12,377
2015-07-10,8,3
2014-08-02,19,372
2014-05-02,14,490
2015-10-28,9,23
2015-11-23,20,206
2014-02-26,19,232
2014-04-04,23,4
2015-06-30,13,470
2015-06-19,20,260
2015-10-18,8,1
2015-05-14,8,1
2015-06-27,15,468
2015-08-04,18,402
2014-01-22,14,189
2014-03-17,10,81
2015-11-15,22,71
2014-06-19,18,381
2013-12-07,10,145
2015-05-12,11,188
2015-03-19,15,387
2015-02-04,9,3
2014-07-22,23,8
2015-09-30,18,331
2014-06-09,17,362
2014-01-12,13,405
2015-03-09,14,347
2014-12-02,12,309
2015-11-05,21,189
2015-01-15,13,371
2015-01-15,19,277
2014-09-17,23,3
2014-12-09,9,2
2015-05-15,9,4
2014-04-13,23,1
2015-01-05,18,317
2014-01-09,15,265
2015-05-05,14,369
2014-08-01,18,355
2014-11-29,14,478
2014-09-24,20,222
2014-05-09,11,230
2015-01-22,16,272
2015-11-12,18,328
2015-03-19,9,6
2014-11-19,13,375
2014-01-19,10,69
2014-06-09,23,6
2015-01-25,14,462
2014-09-27,18,439
2014-05-30,22,209
2015-05-25,10,89
2014-01-29,11,134
2015-11-22,19,245
2015-07-25,23,10
2015-01-15,16,301
2014-10-04,12,319
2014-11-22,20,275
2014-08-11,16,380
2015-01-25,17,382
2014-12-07,9,4
2014-08-04,19,389
2014-09-27,15,548
2014-10-14,13,498
2014-02-24,22,61
2014-09-26,20,330
2014-11-19,16,277
2015-03-02,20,176
2014-06-19,15,364
2014-08-12,11,187
2014-01-09,18,257
2014-11-29,17,384
2015-01-22,13,344
2015-12-02,11,174
2014-08-22,12,447
2015-09-22,23,7
2013-12-04,9,3
2015-02-27,22,127
2014-01-12,16,446
2015-03-09,17,341
2015-09-29,20,244
2014-11-09,21,173
2014-01-02,21,107
2014-11-30,12,313
2014-06-26,12,390
2014-11-19,22,59
2015-09-30,15,367
2015-03-30,8,1
2015-06-17,17,424
2014-11-12,19,317
2014-12-10,13,372
2015-06-22,15,335
2015-08-15,11,197
2014-03-06,17,308
2015-09-01,9,3
2014-01-01,20,181
2014-08-09,13,473
2015-06-29,12,316
2015-08-22,8,3
2015-12-03,12,352
2015-08-02,21,194
2015-10-17,13,436
2015-05-07,11,214
2014-10-12,10,128
2014-08-19,14,415
2015-06-30,16,350
2014-04-21,21,178
2014-06-14,17,469
2015-04-07,23,2
2014-04-11,20,286
2015-10-07,12,365
2015-05-04,16,345
2015-01-04,20,141
2015-10-08,16,350
2015-06-10,20,306
2014-10-15,8,2
2015-04-17,18,427
2014-05-11,8,1
2014-05-04,11,219
2014-06-27,13,541
2015-04-27,19,336
2014-10-25,9,6
2015-01-07,18,297
2015-08-12,16,341
2015-04-14,20,254
2015-08-22,17,414
2014-09-19,23,9
2015-04-24,21,224
2014-06-27,16,437
2014-02-27,20,163
2015-11-30,14,325
2014-10-05,13,497
2014-08-29,9,1
2015-08-25,12,357
2014-05-01,13,501
2014-01-11,15,440
2014-06-06,22,247
2014-06-17,15,327
2015-08-15,17,400
2014-03-06,11,171
2015-03-22,10,104
2014-02-16,21,118
2014-08-09,19,353
2014-06-24,12,410
2015-08-05,16,326
2015-06-12,20,305
2014-03-09,15,471
2015-11-23,17,326
2014-08-02,22,217
2014-05-02,11,244
2014-02-26,22,56
2014-04-21,18,418
2015-09-30,21,178
2015-06-19,17,406
2015-04-24,15,442
2014-02-27,14,326
2015-09-20,20,251
2014-05-01,19,368
2015-06-27,12,335
2014-04-24,16,397
2014-04-24,22,118
2015-09-27,17,423
2015-05-04,10,86
2015-10-25,8,2
2015-10-18,11,187
2015-05-14,11,245
2015-01-14,15,265
2014-05-12,12,348
2015-07-07,13,381
2015-06-20,15,425
2014-01-04,21,155
2015-09-17,22,199
2014-03-19,10,69
2014-03-09,9,1
2014-08-02,16,505
2015-06-30,10,123
2015-03-02,14,320
2015-03-12,15,353
2014-08-12,17,316
2014-03-16,12,276
2015-07-10,11,169
2015-10-07,18,373
2015-01-10,22,108
2015-05-13,13,472
2015-03-18,17,275
2014-10-12,17,510
2014-07-23,11,198
2014-11-18,21,112
2014-03-25,15,288
2014-03-25,9,6
2014-02-06,10,56
2015-01-30,18,372
2014-03-15,14,513
2015-07-06,18,389
2015-03-08,22,93
2015-09-07,11,187
2014-10-02,22,140
2015-05-10,15,423
2014-07-13,10,126
2014-03-12,19,222
2014-04-01,12,410
2015-05-20,10,73
2015-01-20,17,294
2015-11-03,11,210
2015-01-30,15,327
2014-07-10,12,434
2013-12-02,19,253
2015-07-06,15,353
2014-04-04,10,103
2013-12-05,14,378
2015-03-28,18,375
2014-11-28,22,115
2015-05-30,11,208
2014-02-04,10,65
2013-12-12,14,347
2014-04-20,23,1
2014-05-07,21,194
2015-01-23,18,349
2015-02-20,9,4
2014-12-18,12,435
2014-04-27,20,245
2014-01-28,13,263
2015-05-20,16,386
2014-02-07,14,349
2015-05-31,9,6
2014-01-10,23,6
2013-12-02,13,351
2015-03-28,12,356
2015-08-28,16,465
2015-09-08,9,1
2015-04-30,20,307
2014-12-05,13,495
2015-04-04,15,527
2015-04-04,9,3
2014-11-17,23,1
2015-07-23,10,79
2015-08-21,19,334
2015-04-23,23,4
2015-03-17,19,248
2014-01-20,18,259
2015-03-25,14,368
2015-05-10,21,198
2014-03-15,20,253
2015-07-13,9,6
2015-05-03,18,382
2015-08-18,21,188
2014-06-23,20,353
2014-02-17,9,3
2015-05-21,14,442
2014-01-17,20,206
2014-01-25,15,397
2015-05-13,19,328
2014-12-15,14,450
2015-01-13,23,2
2014-05-17,16,500
2014-08-18,19,394
2014-03-14,19,334
2014-12-16,9,9
2014-10-23,13,416
2014-06-25,23,3
2014-07-12,9,1
2014-10-30,10,82
2015-08-10,23,4
2015-02-10,14,269
2014-06-15,22,124
2014-07-02,20,227
2014-03-04,18,264
2014-08-25,16,377
2015-04-05,10,132
2014-10-13,12,461
2015-01-31,13,403
2014-05-10,19,369
2014-08-27,13,468
2015-11-05,8,1
2015-05-02,23,6
2015-03-20,17,321
2014-12-26,10,105
2014-03-07,22,122
2015-06-25,19,355
2014-10-10,20,298
2014-04-30,18,257
2015-10-06,23,6
2015-06-18,22,141
2015-10-16,12,374
2015-10-16,18,417
2013-12-23,10,150
2015-07-05,20,206
2015-01-28,15,257
2015-10-26,13,252
2015-06-28,17,373
2015-06-28,23,1
2015-10-13,20,228
2015-03-10,22,69
2015-02-17,11,137
2014-02-22,23,2
2014-03-17,17,241
2014-10-20,15,370
2014-06-22,19,307
2015-08-30,13,387
2014-07-05,12,313
2015-02-07,10,92
2014-10-10,14,504
2015-10-06,17,379
2013-12-13,9,1
2014-04-06,16,532
2015-09-09,17,308
2014-05-30,12,462
2013-12-24,12,485
2015-06-30,23,1
2014-02-09,11,206
2015-07-07,20,270
2013-12-17,15,285
2014-08-27,22,142
2014-04-03,12,388
2014-07-15,16,324
2014-02-08,16,447
2015-10-25,21,161
2015-05-15,19,379
2014-05-22,20,280
2015-03-22,23,2
2015-10-15,20,243
2014-06-06,9,1
2014-04-13,13,481
2015-09-30,8,1
2015-03-30,15,351
2014-06-27,0,1
2015-04-16,13,516
2014-05-19,16,482
2014-05-19,22,156
2015-07-28,11,167
2014-01-19,20,191
2015-08-04,8,1
2015-07-18,10,119
2015-04-06,12,355
2014-07-05,21,236
2014-05-12,19,382
2014-05-29,17,378
2015-05-25,20,237
2014-01-29,21,85
2014-05-27,14,400
2015-11-22,9,56
2015-07-25,13,426
2014-12-20,15,622
2014-02-19,12,315
2015-11-12,8,3
2015-09-02,20,290
2015-03-29,20,241
2014-09-06,17,461
2014-02-01,19,272
2014-05-09,21,225
2015-04-09,10,80
2015-10-28,19,268
2014-10-12,20,269
2015-04-27,9,1
2014-02-16,14,442
2014-04-11,10,86
2014-11-04,11,180
2015-02-22,12,283
2015-11-04,16,320
2014-10-22,21,135
2015-10-18,18,329
2014-12-15,17,346
2015-08-25,22,122
2014-04-04,13,390
2014-10-05,23,1
2014-01-01,10,6
2015-06-12,13,475
2015-03-01,9,2
2014-06-27,23,13
2015-07-10,18,392
2014-02-06,13,354
2015-06-02,12,294
2015-01-30,21,163
2014-12-27,12,338
2013-12-12,17,257
2015-02-09,13,268
2014-08-30,20,336
2014-12-28,16,481
2014-07-07,18,396
2014-03-26,20,160
2014-01-04,8,1
2015-05-30,14,472
2014-03-19,23,4
2014-11-01,16,498
2014-12-08,20,188
2014-07-04,20,247
2015-10-08,23,3
2015-02-12,11,150
2015-09-01,19,346
2015-02-19,14,379
2015-11-14,11,253
2014-01-30,22,77
2015-07-05,23,1
2014-10-25,16,567
2014-10-22,15,345
2013-12-15,18,295
2015-02-12,17,281
2015-03-27,23,9
2014-12-18,15,409
2014-07-14,15,357
2015-02-02,16,171
2015-03-17,22,81
2013-12-22,12,430
2014-12-10,20,186
2014-09-06,11,244
2015-11-07,14,541
2014-08-30,14,543
2015-05-23,17,476
2014-08-19,21,200
2015-10-10,23,12
2015-04-14,13,380
2014-05-04,18,344
2015-07-29,18,358
2013-12-26,11,142
2014-01-01,13,333
2015-06-23,12,308
2015-08-15,18,343
2015-05-21,9,3
2015-06-17,10,89
2014-03-28,22,132
2014-03-29,12,348
2014-03-01,21,173
2014-03-23,10,89
2015-08-21,20,317
2015-05-26,21,253
2015-01-27,15,198
2014-01-24,18,316
2014-05-31,19,398
2015-10-24,17,473
2015-08-26,9,3
2014-06-01,9,3
2013-12-18,22,104
2015-08-29,15,432
2014-03-15,21,215
2014-09-09,9,4
2014-05-12,13,417
2015-08-06,13,528
2015-04-01,12,424
2015-09-18,11,240
2015-05-21,15,422
2014-10-21,17,318
2014-04-25,13,526
2014-06-23,21,241
2015-09-17,21,246
2015-11-06,18,416
2014-08-12,18,350
2015-07-02,17,443
2015-07-10,12,352
2015-01-04,13,373
2015-05-04,9,1
2014-06-14,10,157
2015-11-07,8,6
2015-09-09,23,5
2014-01-09,11,125
2014-11-03,18,365
2014-05-23,21,226
2015-03-26,10,74
2015-10-10,17,457
2014-11-26,20,214
2014-07-26,18,403
2015-01-15,23,3
2014-06-29,17,373
2015-09-23,17,372
2013-12-20,21,196
2015-09-26,23,7
2015-04-28,13,507
2014-02-01,13,353
2014-12-16,10,115
2014-08-31,21,270
2015-02-04,13,362
2015-03-09,10,71
2014-10-07,17,343
2014-10-07,23,2
2015-11-29,20,174
2014-11-09,14,548
2014-06-09,21,208
2015-09-03,21,227
2015-06-04,9,5
2013-12-13,10,79
2014-09-14,21,219
2014-02-28,14,298
2015-10-16,19,361
2015-06-18,23,1
2015-05-15,13,509
2014-08-01,14,498
2015-09-12,9,4
2015-11-12,20,256
2014-12-23,21,233
2014-08-18,20,313
2014-12-16,16,374
2015-02-04,16,242
2014-10-07,14,414
2014-11-09,17,439
2015-05-01,22,151
2015-04-22,14,435
2015-10-30,10,103
2014-12-10,11,185
2014-09-06,20,315
2013-12-26,20,208
2015-01-21,22,60
2015-09-23,14,401
2015-05-15,16,460
2015-02-17,17,262
2014-09-01,11,248
2014-12-15,20,259
2014-02-09,8,1
2015-01-12,14,229
2013-12-07,11,296
2015-03-03,11,161
2014-10-13,16,461
2015-01-29,14,272
2014-12-29,20,263
2015-03-12,19,284
2015-04-28,16,329
2014-02-01,16,469
2014-10-21,14,374
2014-07-26,15,526
2014-11-23,11,283
2015-01-21,16,241
2015-02-18,10,73
2015-04-08,20,214
2014-09-14,12,357
2014-05-12,16,346
2015-10-29,23,11
2014-12-02,19,269
2014-08-04,23,6
2013-12-12,20,201
2014-03-09,19,300
2014-04-11,22,158
2015-09-04,11,216
2015-06-03,19,345
2014-04-17,15,469
2014-07-13,14,486
2015-08-12,9,6
2015-01-04,16,425
2015-03-18,21,159
2014-01-04,22,80
2014-02-14,17,547
2015-03-31,22,100
2014-09-28,12,330
2015-05-21,18,353
2015-02-23,19,219
2014-05-01,9,5
2014-01-18,16,441
2014-01-31,23,12
2015-06-26,21,292
2014-05-04,15,483
2015-11-20,9,45
2015-04-14,16,285
2014-12-21,22,90
2015-07-16,8,4
2015-07-29,15,348
2014-08-09,15,466
2014-08-09,9,4
2014-04-05,20,290
2014-04-11,13,512
2015-05-07,18,418
2015-01-07,22,40
2015-10-01,12,355
2014-11-04,8,1
2014-07-07,12,349
2014-01-24,15,315
2015-10-24,14,467
2015-07-23,22,169
2014-04-28,22,85
2014-02-20,19,252
2015-04-20,15,321
2015-10-24,8,1
2014-09-29,22,140
2014-11-17,9,4
2014-01-01,16,392
2015-01-27,18,176
2014-01-18,22,123
2014-08-26,15,389
2015-11-20,15,448
2015-07-16,14,465
2014-06-20,12,511
2015-04-14,22,86
2015-11-29,23,2
2015-09-04,17,456
2015-08-29,12,293
2014-04-12,9,1
2015-10-01,15,353
2015-06-03,13,460
2015-06-09,18,400
2014-07-07,15,390
2014-03-15,18,434
2014-01-15,10,57
2015-07-02,20,285
2014-05-31,16,537
2014-02-07,12,311
2015-11-01,9,34
2015-11-06,21,212
2014-08-12,21,164
2015-03-18,15,302
2014-06-14,13,488
2014-07-26,21,303
2014-03-29,15,479
2015-08-21,23,14
2014-07-20,19,377
2014-07-21,9,2
2015-10-18,15,471
2014-05-18,12,387
2015-08-12,12,363
2015-04-06,21,210
2015-10-10,20,291
2015-08-06,10,83
2014-05-17,22,213
2015-04-01,9,2
2015-02-10,12,333
2015-05-13,17,320
2014-02-06,22,69
2014-06-06,18,440
2015-07-10,9,3
2015-07-10,15,439
2014-04-25,10,85
2015-05-20,22,162
2015-02-23,13,320
2014-06-23,18,426
2013-12-26,14,386
2015-05-21,12,354
2014-03-29,9,2
2014-02-23,22,65
2015-09-18,8,2
2015-06-23,9,1
2015-08-21,17,412
2014-03-28,19,320
2015-09-17,18,367
2014-03-06,13,359
2014-09-01,17,428
2014-05-04,21,182
2015-04-01,15,378
2015-07-29,21,224
2015-11-29,17,355
2014-10-07,20,277
2015-02-04,10,86
2015-06-09,22,148
2014-07-14,8,1
2014-04-14,21,193
2014-11-22,14,543
2014-10-04,18,422
2014-06-06,16,395
2014-09-17,20,185
2015-01-15,10,57
2015-05-15,12,368
2015-01-25,11,226
2014-09-27,21,256
2014-06-16,17,427
2015-10-10,16,544
2014-11-20,17,311
2015-03-19,12,359
2014-10-07,10,104
2014-07-22,20,308
2015-08-23,12,278
2015-08-14,16,409
2015-01-05,21,121
2014-03-27,8,1
2015-11-25,20,272
2015-05-22,9,3
2014-08-01,21,233
2014-09-24,17,347
2015-12-02,17,274
2015-08-04,21,203
2014-01-22,11,101
2015-11-15,19,229
2015-03-09,11,124
2015-11-22,16,481
2015-11-22,22,65
2015-11-12,21,172
2014-10-07,16,396
2014-09-14,22,99
2015-08-07,19,313
2014-01-19,13,394
2015-01-12,18,337
2014-06-09,20,295
2014-11-29,11,226
2015-05-05,11,234
2014-09-24,23,1
2014-05-09,8,2
2014-12-28,10,87
2014-09-16,12,310
2015-11-25,7,2
2014-12-17,17,347
2015-01-07,11,126
2014-12-07,22,26
2014-09-09,15,351
2015-04-06,18,365
2014-09-19,10,132
2015-10-25,15,484
2014-05-22,14,448
2015-03-27,17,382
2015-04-24,8,1
2015-02-02,22,47
2014-02-06,19,232
2014-08-29,22,186
2013-12-07,20,237
2015-07-17,15,433
2014-04-06,10,89
2015-09-09,11,135
2015-05-12,21,240
2014-01-30,16,255
2014-09-27,8,1
2015-08-30,22,110
2014-02-09,17,319
2014-11-12,12,359
2013-12-27,10,100
2015-06-01,11,125
2013-12-04,16,319
2014-03-17,20,193
2015-11-05,11,191
2015-09-12,15,545
2014-08-01,8,1
2015-09-02,14,388
2014-03-27,21,160
2013-12-14,17,368
2015-05-22,22,189
2014-05-20,17,367
2015-04-09,16,332
2015-07-15,18,363
2015-02-04,19,241
2015-07-28,17,380
2014-11-09,8,1
2014-07-12,18,366
2015-03-30,21,182
2015-03-20,20,229
2014-03-24,17,280
2015-09-22,10,92
2015-07-18,16,465
2014-11-19,9,2
2014-11-02,11,231
2014-07-22,13,477
2015-02-11,16,260
2015-11-15,12,334
2014-05-29,11,181
2015-05-25,14,416
2015-06-01,17,355
2015-02-01,21,72
2014-04-03,18,373
2015-07-08,21,186
2014-07-15,10,80
2013-12-04,22,101
2014-03-27,15,343
2015-09-19,12,405
2015-05-22,16,437
2014-07-25,11,245
2014-05-02,21,251
2014-08-30,23,31
2015-04-16,10,96
2014-05-19,19,373
2015-09-20,10,124
2015-07-28,14,407
2014-07-12,15,441
2014-03-16,22,53
2014-08-20,22,150
2014-05-09,18,381
2015-04-09,13,462
2015-06-02,9,4
2015-06-27,22,159
2014-04-03,15,370
2014-07-15,19,294
2015-06-12,10,87
2014-09-07,15,498
2014-02-19,9,2
2015-07-18,13,388
2015-08-30,19,305
2014-07-05,18,368
2014-05-12,22,143
2014-01-29,18,228
2015-05-25,17,398
2015-07-07,23,2
2015-08-23,22,129
2015-07-17,18,355
2015-03-19,22,100
2015-09-09,20,273
2014-05-30,15,442
2014-05-30,9,5
2013-12-24,15,567
2015-11-12,11,180
2015-09-02,17,382
2015-09-02,23,9
2014-09-17,10,94
2014-06-06,12,441
2013-12-14,14,443
2014-04-13,10,112
2015-05-05,21,218
2015-07-15,15,341
2014-08-27,19,320
2014-04-03,9,5
2015-07-25,10,101
2015-05-15,22,187
2014-05-22,17,343
2014-01-22,21,72
2015-09-12,18,377
2014-02-19,15,263
2015-04-19,8,1
2015-08-04,11,200
2015-04-06,15,380
2015-09-10,15,286
2014-02-09,14,392
2014-06-09,10,61
2014-08-30,17,404
2014-01-04,11,153
2015-06-09,12,330
2014-07-07,21,198
2014-12-17,14,450
2014-12-18,18,431
2014-06-27,20,365
2014-07-14,18,388
2015-06-02,15,322
2015-02-19,11,114
2014-10-25,22,169
2014-10-15,21,180
2014-11-01,10,75
2014-05-11,21,199
2014-09-08,14,433
2014-07-04,17,300
2015-02-12,14,340
2015-09-17,12,387
2015-09-01,22,119
2015-10-25,18,360
2015-02-22,15,475
2014-11-11,11,229
2014-02-26,12,255
2015-11-04,19,285
2015-04-17,11,260
2014-09-09,18,315
2014-02-16,11,206
2015-10-28,16,268
2015-10-28,22,84
2014-11-04,14,399
2015-02-09,19,221
2014-10-12,23,2
2015-07-10,21,240
2014-07-04,23,3
2013-12-15,15,510
2014-11-01,19,307
2015-03-01,12,312
2014-04-14,11,191
2015-10-18,21,124
2014-06-24,22,167
2014-10-22,18,319
2014-12-28,13,438
2015-02-09,16,211
2014-11-30,22,88
2014-12-17,20,258
2015-01-04,10,89
2015-02-02,19,190
2013-12-22,15,566
2014-08-29,19,316
2014-12-10,23,4
2015-04-07,13,371
2014-08-22,22,206
2014-10-15,18,333
2014-11-01,13,485
2015-03-27,20,276
2014-10-25,19,321
2014-01-30,19,243
2015-10-17,23,7
2015-11-14,8,4
2014-02-06,16,243
2014-06-01,12,371
2015-11-07,11,262
2015-02-12,20,181
2014-01-27,21,106
2014-12-07,19,254
2014-09-09,12,369
2015-11-04,13,470
2015-12-03,22,123
2015-04-14,10,64
2014-05-19,13,567
2014-11-09,11,291
2015-11-25,10,170
2014-09-16,15,366
2015-06-04,12,347
2015-03-30,18,370
2014-01-19,23,2
2015-08-07,9,3
2014-12-10,17,254
2014-09-06,14,525
2013-12-04,19,284
2014-03-17,23,1
2015-09-12,12,73
2014-08-01,11,221
2015-07-25,16,453
2014-12-20,18,391
2015-01-25,21,126
2014-07-22,10,89
2014-11-02,14,499
2015-06-11,9,2
2014-04-16,8,1
2014-05-29,14,427
2015-11-15,9,22
2013-12-07,17,387
2013-12-07,23,10
2015-09-09,14,380
2015-11-02,16,344
2014-04-06,13,430
2015-05-12,18,333
2013-12-14,20,183
2015-09-19,9,7
2015-09-19,15,501
2014-03-27,18,345
2015-10-26,19,314
2015-05-22,19,325
2014-07-25,14,460
2014-07-25,8,1
2013-12-22,17,455
2015-06-19,15,433
2015-06-19,9,3
2015-06-13,16,453
2015-06-06,19,343
2015-06-26,12,416
2015-02-06,23,1
2014-12-31,19,199
2014-06-30,9,5
2014-03-02,13,428
2014-09-02,23,4
2014-12-18,20,299
2014-11-11,16,379
2014-02-23,10,79
2015-04-17,16,425
2014-10-29,23,6
2015-02-26,19,259
2014-06-10,13,475
2015-04-30,12,459
2014-01-04,13,341
2014-03-02,16,445
2015-10-04,12,292
2015-04-03,19,357
2014-11-25,10,129
2014-07-16,22,145
2014-02-09,22,25
2015-05-01,10,121
2015-04-24,13,481
2014-11-18,13,405
2015-04-10,16,391
2014-04-14,19,296
2014-01-05,11,144
2014-01-11,13,410
2014-02-23,16,521
2015-06-05,21,267
2015-01-21,10,80
2014-12-24,19,250
2015-05-30,19,368
2014-04-07,22,64
2015-02-26,13,378
2015-03-27,22,163
2013-12-28,16,542
2015-01-07,10,67
2014-06-03,16,362
2015-04-16,18,389
2015-03-12,13,429
2013-12-21,19,357
2014-05-27,19,319
2013-12-29,14,363
2015-05-23,22,209
2014-04-28,10,88
2015-09-20,18,456
2014-12-17,22,111
2015-03-05,10,59
2014-11-05,14,394
2014-04-07,16,342
2014-02-16,19,235
2015-01-14,13,356
2014-01-18,10,79
2015-06-12,18,379
2015-07-19,22,116
2015-02-12,22,54
2014-02-24,14,287
2015-01-01,14,427
2015-03-13,8,2
2014-07-28,14,427
2014-02-09,16,357
2015-05-22,21,239
2014-06-09,18,399
2015-05-29,18,362
2014-09-30,11,188
2014-06-02,21,240
2015-03-06,11,180
2014-09-23,14,379
2015-11-21,13,430
2015-02-27,14,339
2015-11-15,11,186
2014-04-06,21,121
2014-09-10,21,198
2014-03-31,19,275
2015-07-25,18,323
2015-02-18,18,318
2014-11-26,11,306
2014-07-22,18,364
2015-09-13,21,198
2014-03-24,22,70
2014-02-15,18,300
2014-03-03,11,118
2014-11-19,14,308
2015-04-09,21,153
2015-11-08,14,477
2014-11-12,11,188
2013-12-14,22,76
2015-07-18,21,232
2014-09-17,18,346
2014-05-20,22,184
2015-11-15,17,412
2014-04-13,18,388
2015-01-08,11,153
2014-08-04,11,195
2014-01-12,8,2
2015-11-28,10,116
2015-09-25,22,191
2014-04-05,23,1
2014-03-21,11,204
2014-06-15,17,467
2015-05-13,8,1
2014-01-09,17,262
2014-04-12,20,330
2014-01-16,14,288
2014-03-28,8,2
2014-08-10,22,106
2015-05-06,11,207
2014-06-22,14,494
2015-11-21,22,160
2015-10-09,16,397
2015-04-29,14,452
2014-04-19,17,502
2014-06-01,23,6
2013-12-26,23,1
2014-03-14,14,401
2015-07-02,11,166
2015-08-20,19,354
2015-01-26,11,268
2014-01-03,15,254
2014-02-21,23,3
2015-08-13,16,329
2015-08-13,22,177
2014-07-28,23,14
2014-05-03,11,285
2015-10-23,10,111
2015-01-19,14,440
2015-06-25,14,451
2015-04-15,20,248
2014-01-10,12,331
2014-05-10,14,460
2014-08-04,20,315
2014-02-28,20,214
2015-04-08,23,3
2014-05-10,8,2
2015-08-06,19,369
2013-12-04,8,1
2014-01-23,11,156
2015-11-21,16,556
2015-08-21,14,470
2015-03-17,14,311
2014-03-01,15,505
2014-06-29,11,253
2015-06-17,16,384
2014-04-19,23,4
2015-10-02,19,284
2014-01-02,20,141
2014-10-06,16,371
2014-06-08,20,282
2015-06-04,23,11
2015-09-25,16,383
2014-01-31,9,6
2015-01-07,19,175
2015-01-13,12,388
2014-04-27,15,519
2015-05-13,14,355
2014-08-03,19,326
2015-09-18,19,387
2015-03-18,9,3
2014-10-12,9,1
2014-05-04,12,321
2015-01-14,16,265
2014-11-04,22,70
2015-01-06,15,247
2014-08-10,16,451
2014-01-17,15,377
2014-09-29,19,294
2013-12-05,9,2
2014-05-11,9,1
2014-03-08,12,345
2015-11-14,19,282
2014-11-18,16,267
2014-07-27,22,124
2015-11-20,21,186
2015-03-04,15,239
2014-06-14,16,552
2015-01-20,9,3
2015-10-30,7,1
2015-05-07,12,407
2014-12-01,12,312
2015-10-01,18,326
2015-11-07,22,190
2014-09-15,19,369
2014-03-15,9,2
2014-09-22,22,101
2014-09-22,16,390
2015-03-24,11,192
2015-01-20,18,292
2014-11-24,15,439
2015-04-30,15,386
2014-01-17,9,2
2014-10-05,12,346
2014-01-11,16,422
2015-07-30,22,169
2015-11-27,18,257
2014-11-11,19,244
2014-06-07,19,330
2015-03-11,12,339
2015-02-02,8,1
2014-01-24,12,293
2015-05-20,11,170
2015-01-20,15,262
2014-06-14,22,224
2014-12-01,15,306
2015-01-13,18,243
2014-12-08,12,341
2015-10-22,9,26
2015-06-12,21,225
2015-01-06,21,104
2015-03-11,18,363
2014-12-15,9,4
2015-03-18,12,330
2014-10-12,12,423
2015-10-08,15,407
2015-04-16,21,177
2014-10-06,10,109
2014-11-10,21,184
2014-06-21,13,487
2014-10-19,9,2
2014-11-25,13,508
2015-11-13,21,205
2015-03-25,9,4
2015-02-25,18,332
2014-01-10,18,321
2014-11-24,21,194
2015-04-23,18,345
2014-07-20,22,140
2014-08-23,9,2
2015-10-15,12,324
2014-11-17,18,282
2014-09-29,13,425
2015-03-04,21,118
2014-02-15,21,151
2015-03-03,20,143
2015-08-07,20,289
2015-07-01,10,90
2014-10-13,13,508
2014-02-22,18,382
2015-06-24,13,504
2014-10-20,10,76
2015-11-28,13,397
2015-07-31,23,9
2015-02-24,23,8
2015-05-06,17,352
2015-06-11,20,293
2015-01-05,20,189
2015-01-21,13,357
2015-08-27,10,72
2014-03-07,11,196
2014-08-17,13,507
2015-03-10,17,277
2015-08-14,17,433
2015-10-02,13,443
2014-04-20,18,377
2014-04-26,20,304
2015-04-22,23,4
2014-01-03,21,121
2014-05-03,17,464
2015-06-18,17,361
2014-12-02,10,95
2014-06-28,10,126
2015-10-16,13,515
2015-01-12,17,247
2015-02-18,21,160
2015-10-09,10,111
2014-08-11,17,399
2015-04-29,20,249
2014-03-07,17,336
2014-04-13,21,149
2013-12-27,18,303
2015-04-22,17,326
2014-08-24,10,98
2015-08-20,13,480
2014-04-26,14,506
2015-01-28,10,53
2014-02-21,20,232
2015-08-13,19,394
2014-07-28,20,364
2014-05-03,14,518
2015-06-25,11,197
2015-11-14,22,166
2015-06-10,22,171
2015-08-20,16,369
2014-07-21,23,7
2014-04-26,17,422
2014-02-14,23,11
2015-08-21,11,202
2015-10-09,19,277
2015-03-17,11,143
2015-08-27,13,491
2014-06-29,14,416
2014-06-01,20,304
2015-06-18,14,385
2014-08-04,17,376
2014-02-28,17,316
2014-04-12,23,2
2014-09-16,23,6
2015-08-06,22,176
2015-06-24,16,364
