TicketDate,Hr,TicketCount
2014-06-28,12,381
2015-01-25,20,149
2014-02-01,15,495
2015-06-11,22,184
2014-11-23,16,508
2015-02-04,21,134
2015-03-30,17,325
2014-04-26,8,1
2014-11-13,21,129
2014-04-16,13,420
2015-03-13,17,412
2015-01-18,15,370
2013-12-17,17,302
2014-02-11,10,65
2015-05-08,10,111
2013-12-07,22,119
2013-12-07,16,515
2015-03-03,16,242
2015-03-03,22,52
2014-04-06,12,367
2014-08-04,8,1
2015-07-01,12,330
2015-09-12,11,14
2015-02-21,21,164
2014-03-27,17,291
2015-06-21,17,396
2015-02-04,15,244
2015-06-04,11,182
2014-03-10,11,130
2015-09-02,19,331
2015-03-13,14,411
2015-03-12,21,148
2015-07-10,23,7
2013-12-17,14,390
2013-12-27,15,432
2014-11-23,13,468
2015-05-16,11,222
2015-06-30,22,121
2014-02-19,11,186
2014-02-28,19,278
2015-01-26,10,124
2014-12-30,9,1
2015-05-25,19,321
2015-03-22,22,60
2013-12-26,22,103
2015-03-03,13,346
2015-01-08,17,268
2015-05-15,18,385
2015-07-27,23,4
2014-05-13,11,244
2014-05-12,18,421
2014-01-13,15,260
2015-08-06,18,377
2015-04-09,15,344
2015-04-09,9,6
2015-08-16,19,292
2015-04-18,17,422
2015-04-18,23,6
2015-07-28,10,93
2014-05-22,19,346
2014-01-22,23,1
2015-04-28,18,405
2014-12-30,15,504
2014-12-29,22,130
2014-01-05,17,268
2014-02-01,18,296
2015-04-01,17,382
2014-01-23,10,64
2015-08-24,11,161
2015-04-19,10,125
2014-12-20,14,575
2015-07-10,17,442
2014-11-14,11,211
2014-04-15,17,328
2015-05-17,21,205
2014-02-20,21,130
2015-09-04,22,192
2015-10-28,18,271
2014-06-10,22,151
2015-01-16,15,296
2014-11-04,10,74
2014-09-11,14,394
2014-08-03,18,362
2014-06-27,22,216
2014-05-31,21,273
2015-08-25,21,219
2014-09-28,14,508
2015-09-21,22,131
2015-11-24,19,347
2014-12-01,11,192
2014-08-30,19,337
2014-10-08,15,395
2014-04-25,18,386
2014-07-27,10,82
2014-07-07,23,9
2015-10-21,10,93
2014-03-26,19,303
2015-09-21,11,156
2014-11-07,14,487
2015-03-24,10,67
2014-11-24,14,447
2014-12-27,11,259
2014-08-29,15,487
2014-08-23,22,195
2015-07-30,21,245
2015-11-27,17,380
2014-05-15,22,188
2015-10-08,20,287
2015-10-14,13,426
2015-07-13,21,251
2014-08-16,17,453
2014-08-16,14,474
2014-09-18,11,199
2014-04-18,21,242
2014-05-21,15,432
2014-12-14,10,138
2015-11-10,14,325
2015-05-04,22,135
2015-12-03,10,86
2015-09-01,18,386
2014-06-07,18,447
2014-11-07,8,2
2015-10-27,20,258
2015-09-24,17,391
2014-08-02,20,342
2014-08-30,11,287
2015-10-22,8,1
2014-06-04,12,426
2014-05-02,9,3
2015-07-27,9,3
2015-05-11,11,213
2014-11-01,15,506
2014-06-27,14,497
2014-12-30,23,8
2014-10-05,17,452
2015-11-19,22,91
2014-08-07,9,4
2014-07-19,0,1
2014-10-18,18,435
2015-07-13,15,344
2015-10-08,14,432
2014-08-15,21,227
2014-09-12,12,443
2014-11-10,20,254
2014-07-10,18,400
2015-01-13,17,216
2014-07-24,15,382
2015-12-03,16,301
2014-09-21,23,1
2014-11-15,9,1
2014-05-08,11,146
2015-06-30,14,426
2014-08-29,21,271
2015-09-30,19,292
2014-12-27,17,419
2014-04-15,9,1
2015-09-15,12,317
2014-10-19,8,1
2015-09-07,17,434
2015-11-27,11,222
2014-06-21,12,362
2015-11-13,20,275
2014-06-13,17,409
2014-12-07,21,12
2014-01-10,17,296
2015-11-04,15,324
2014-12-08,11,174
2014-08-10,15,429
2014-09-21,17,460
2014-07-24,9,7
2015-08-19,11,153
2014-11-30,16,429
2014-05-02,15,388
2014-09-04,17,333
2014-11-29,23,3
2015-07-27,15,371
2015-06-24,12,386
2015-02-24,22,53
2013-12-10,23,4
2014-04-09,13,478
2015-08-27,9,4
2014-12-13,17,431
2015-03-10,16,303
2014-11-16,22,43
2014-05-16,9,2
2014-08-21,23,2
2015-08-10,9,2
2015-08-13,15,352
2015-06-01,10,98
2015-01-19,19,234
2014-03-13,12,319
2014-03-07,10,97
2015-06-07,12,321
2014-07-18,13,553
2015-11-18,9,33
2015-07-21,13,423
2014-08-24,9,2
2015-03-23,23,7
2013-12-27,23,11
2014-05-29,10,105
2014-10-24,20,333
2015-12-02,23,4
2015-09-02,11,167
2015-01-05,19,236
2013-12-04,21,153
2015-05-05,15,359
2014-09-07,23,8
2015-05-05,9,1
2014-12-13,23,7
2015-04-18,9,5
2014-01-22,9,3
2014-02-18,10,44
2015-03-16,12,301
2015-06-01,16,353
2015-08-24,23,5
2015-02-01,20,105
2014-09-27,19,388
2014-03-07,16,317
2015-01-08,18,306
2014-06-16,10,88
2014-12-06,15,526
2014-09-10,16,336
2014-09-11,9,4
2013-12-30,16,423
2014-11-13,13,437
2014-10-03,18,466
2014-07-09,12,395
2014-08-28,15,392
2014-12-20,9,4
2015-01-16,10,78
2014-10-30,19,319
2013-12-16,22,79
2014-11-05,21,150
2014-10-17,12,440
2015-05-11,20,291
2015-07-12,12,274
2015-07-27,18,452
2014-08-14,21,260
2014-01-05,18,234
2014-10-31,12,427
2014-11-22,21,252
2015-03-22,17,404
2014-12-19,22,94
2015-04-18,18,440
2014-01-22,18,212
2015-10-20,12,288
2014-09-24,10,92
2015-08-31,15,356
2015-02-08,12,311
2014-08-05,13,501
2014-01-13,10,56
2015-11-03,12,366
2015-08-08,13,445
2014-05-08,20,266
2014-02-10,21,96
2014-05-14,13,499
2014-10-02,8,1
2015-06-30,17,370
2015-04-04,18,406
2015-04-27,20,297
2014-04-21,11,184
2014-10-25,10,115
2014-08-22,13,537
2014-05-21,21,262
2014-09-18,14,446
2015-06-16,23,3
2014-04-15,18,327
2014-07-17,10,88
2015-10-11,10,109
2014-10-08,10,105
2015-07-06,19,384
2014-09-05,13,548
2014-06-10,14,443
2015-03-08,23,5
2015-02-13,21,194
2014-07-03,10,104
2015-08-19,20,267
2015-09-27,10,112
2015-09-14,9,7
2015-05-17,13,427
2015-06-13,17,456
2014-03-19,17,306
2014-04-01,18,351
2015-05-24,21,229
2014-07-30,11,158
2014-06-27,17,434
2013-12-22,18,378
2015-05-17,16,454
2015-01-17,20,259
2015-06-19,10,112
2015-08-25,13,420
2015-09-21,17,342
2014-02-11,8,1
2015-10-28,13,348
2015-05-08,8,3
2014-05-08,14,352
2014-02-10,15,249
2015-07-06,16,353
2015-09-30,22,126
2015-04-10,17,378
2015-08-02,14,420
2014-07-16,23,8
2015-10-05,11,170
2014-07-11,11,227
2015-05-31,10,102
2015-12-03,19,260
2014-04-21,17,360
2015-10-14,16,333
2015-06-22,22,132
2015-08-16,8,1
2015-03-22,11,222
2015-03-28,13,449
2015-04-24,14,502
2014-05-27,20,255
2014-01-28,14,269
2015-07-19,17,389
2014-05-22,8,1
2014-07-30,17,352
2015-06-27,11,256
2014-04-02,11,171
2015-08-25,19,315
2015-10-27,23,8
2014-10-02,11,202
2014-09-01,13,465
2014-10-09,19,318
2013-12-09,16,297
2014-03-28,13,453
2015-09-11,10,104
2015-07-19,14,461
2015-03-21,21,185
2014-05-21,9,1
2014-03-18,12,319
2015-03-14,15,465
2015-03-11,20,252
2015-09-14,8,1
2015-05-17,12,318
2014-03-19,16,258
2015-04-03,11,297
2015-05-27,13,425
2015-11-27,23,5
2014-11-21,19,295
2015-03-21,12,319
2014-01-21,16,230
2015-07-19,8,1
2014-01-31,17,312
2015-09-04,13,442
2014-09-08,10,117
2014-05-11,14,469
2015-01-27,20,97
2014-02-03,12,223
2015-03-31,13,407
2014-01-24,17,264
2015-02-03,11,138
2015-06-29,18,402
2015-05-17,15,465
2014-12-11,15,352
2015-05-06,22,135
2015-05-24,12,289
2015-06-22,21,225
2015-01-16,21,144
2014-01-14,16,205
2015-03-11,17,309
2015-02-06,15,307
2015-07-02,22,171
2014-10-26,11,227
2014-03-11,21,184
2014-05-04,17,402
2015-03-21,18,433
2014-06-16,23,2
2015-04-01,11,214
2013-12-26,8,1
2014-03-01,20,263
2015-04-26,21,161
2015-01-27,14,173
2015-03-24,16,303
2013-12-06,12,391
2014-11-24,20,232
2014-03-08,17,457
2014-03-08,23,9
2014-10-19,14,487
2014-06-26,18,360
2014-03-29,11,265
2013-12-16,13,388
2015-07-02,16,440
2015-02-06,9,3
2015-01-26,16,491
2013-12-09,10,76
2015-03-04,20,178
2013-12-19,11,243
2014-03-18,18,321
2015-02-13,12,385
2015-07-12,17,423
2015-03-14,21,181
2015-06-19,23,17
2014-03-26,13,420
2015-08-17,20,322
2015-03-13,20,265
2015-03-29,13,446
2015-10-22,14,466
2014-10-06,15,402
2013-12-17,8,1
2015-05-06,16,320
2015-08-27,21,206
2014-03-21,16,390
2015-05-16,17,480
2015-04-29,19,357
2015-10-20,17,401
2014-12-02,15,300
2015-09-06,10,115
2015-06-21,20,249
2014-08-21,11,216
2014-02-01,12,303
2014-07-09,17,282
2014-01-23,16,218
2014-06-29,16,391
2015-08-24,17,382
2014-08-11,22,159
2014-05-06,20,287
2014-12-22,11,278
2014-08-24,15,476
2014-06-19,21,253
2014-10-17,17,441
2014-05-13,17,373
2014-01-13,21,129
2014-04-26,19,294
2014-05-03,16,521
2015-02-04,12,321
2014-12-12,10,121
2014-05-03,22,208
2014-08-31,12,365
2014-08-31,18,367
2014-02-08,9,1
2014-12-29,8,1
2014-01-16,19,219
2015-08-14,22,226
2014-12-19,13,536
2014-04-23,21,146
2015-05-09,20,318
2014-08-21,17,391
2014-09-03,10,89
2015-04-08,8,1
2015-10-29,11,154
2014-12-09,12,308
2014-03-20,18,308
2015-05-29,13,533
2014-01-25,22,111
2014-07-01,22,152
2014-07-18,20,339
2014-05-23,15,499
2014-09-03,19,372
2014-03-13,21,151
2014-03-30,19,226
2015-06-05,10,123
2014-07-11,23,15
2015-09-16,14,387
2014-03-23,22,73
2014-02-02,14,386
2015-07-14,17,332
2013-12-10,18,256
2014-05-16,18,435
2015-08-26,23,1
2014-07-19,15,502
2015-08-01,10,118
2015-02-25,10,87
2014-05-26,19,330
2013-12-31,9,4
2015-06-08,14,392
2014-04-07,11,171
2014-02-12,15,264
2015-10-22,17,381
2015-10-22,23,3
2014-02-22,10,99
2014-03-31,14,385
2014-07-29,10,100
2014-04-17,12,456
2015-05-18,23,5
2013-12-11,13,467
2015-05-08,22,170
2014-04-10,9,5
2014-04-10,15,387
2015-10-29,20,200
2015-09-05,18,332
2013-12-21,14,557
2015-05-26,15,371
2014-04-20,10,107
2015-09-23,11,167
2015-07-14,23,14
2015-02-18,13,353
2015-08-26,17,380
2014-04-02,17,337
2015-11-01,18,314
2015-07-04,22,130
2014-07-08,19,379
2013-12-03,21,160
2015-06-08,8,1
2015-01-28,22,57
2014-02-12,9,3
2015-02-15,15,410
2014-10-29,18,320
2015-07-22,15,352
2015-04-10,11,250
2015-10-11,21,190
2015-02-05,14,332
2014-07-11,17,415
2015-07-29,12,318
2015-06-06,11,180
2015-04-13,15,367
2014-08-16,20,324
2014-12-31,11,377
2015-04-03,14,503
2014-08-26,21,193
2014-05-15,17,383
2014-10-19,17,458
2014-12-21,10,169
2015-10-21,22,117
2015-09-08,16,322
2014-10-28,14,399
2013-12-18,10,106
2015-08-29,21,254
2014-12-11,18,292
2015-01-03,9,6
2013-12-28,11,232
2015-04-23,10,125
2014-08-23,23,11
2014-08-23,17,440
2014-06-03,11,175
2014-12-21,19,296
2014-12-24,14,545
2015-04-13,9,3
2014-02-13,10,42
2015-02-06,18,337
2014-12-14,13,512
2014-09-02,18,416
2015-10-31,17,434
2014-05-05,22,117
2014-05-15,23,8
2014-02-23,11,176
2014-10-19,23,1
2015-04-20,12,273
2014-11-15,10,110
2015-03-24,19,318
2014-10-29,12,360
2015-01-29,23,3
2014-10-18,19,347
2015-01-19,22,52
2015-02-05,20,189
2014-11-08,13,550
2015-11-21,8,1
2014-07-28,9,3
2015-03-31,16,309
2015-10-05,16,330
2014-07-11,16,431
2015-04-24,19,329
2014-07-21,17,392
2014-10-22,9,3
2014-01-28,19,175
2015-06-26,23,5
2015-11-20,20,255
2014-08-26,20,300
2014-04-01,23,4
2015-09-18,16,474
2015-01-30,9,6
2014-06-24,16,370
2014-12-07,13,495
2015-07-16,19,369
2015-09-08,21,188
2014-04-21,19,376
2014-06-14,21,260
2015-01-13,9,4
2014-09-15,13,450
2013-12-22,23,3
2015-08-29,20,332
2014-10-02,16,333
2015-01-03,14,468
2014-09-05,12,423
2015-11-30,12,258
2015-01-03,8,1
2014-06-04,20,317
2015-01-20,14,278
2014-01-27,9,1
2015-04-23,9,3
2014-09-22,21,201
2014-12-24,13,497
2014-05-08,19,317
2015-04-04,23,21
2015-08-02,19,298
2014-10-11,21,267
2014-11-08,12,400
2014-05-18,14,531
2015-08-12,14,402
2015-07-16,16,358
2014-04-21,16,407
2015-10-15,11,165
2014-05-28,15,391
2014-07-21,11,173
2014-03-16,10,71
2015-01-29,22,72
2015-08-31,20,265
2014-06-06,20,332
2014-07-30,16,363
2015-06-27,10,113
2014-04-02,10,85
2015-10-24,16,463
2015-05-04,14,440
2015-11-03,17,345
2014-08-09,17,461
2014-10-21,22,106
2014-04-12,11,294
2014-12-14,18,367
2015-07-07,11,120
2015-03-07,18,366
2014-10-12,11,312
2013-12-11,18,299
2015-09-08,15,330
2014-06-14,15,541
2014-11-07,22,133
2015-10-14,21,196
2014-11-17,17,261
2015-10-07,16,351
2014-07-13,16,343
2014-07-04,11,192
2014-07-30,22,186
2015-05-31,15,444
2014-10-31,17,377
2014-07-03,21,205
2014-03-06,15,307
2015-10-24,22,168
2014-07-31,12,464
2015-09-27,21,198
2015-09-18,10,127
2014-10-21,16,394
2014-06-24,10,100
2015-09-17,20,320
2015-02-08,17,365
2014-12-16,21,157
2014-01-19,11,197
2015-04-15,11,224
2015-08-03,12,343
2014-03-23,15,453
2015-06-17,15,347
2014-12-06,20,232
2014-01-09,22,77
2014-05-09,12,404
2015-09-26,8,1
2013-12-30,21,156
2015-04-22,22,119
2014-10-04,16,479
2014-01-26,22,36
2015-03-26,21,184
2015-05-02,11,231
2015-11-11,12,322
2015-03-09,15,344
2013-12-13,15,449
2014-08-17,12,342
2015-03-19,10,72
2015-05-12,12,403
2014-09-14,20,268
2014-02-15,12,319
2015-01-12,16,229
2015-01-12,22,42
2014-09-24,21,191
2015-01-22,17,286
2014-04-29,11,186
2015-08-20,12,402
2015-07-24,11,191
2015-03-26,15,353
2014-05-26,12,363
2014-02-05,17,197
2015-05-02,17,428
2014-08-28,20,328
2014-06-05,13,460
2015-01-02,21,224
2015-03-19,19,318
2014-09-27,14,506
2013-12-23,19,349
2014-11-20,10,75
2015-01-14,22,83
2015-10-27,9,103
2014-11-30,11,180
2014-08-02,9,10
2014-06-09,13,441
2014-07-16,9,5
2014-08-12,10,74
2015-02-01,15,395
2014-12-09,19,239
2014-09-17,13,479
2014-10-06,22,91
2014-11-29,18,315
2014-07-25,17,405
2015-02-10,23,1
2014-10-24,9,6
2014-10-24,15,419
2015-02-20,18,337
2015-09-20,13,385
2014-10-23,22,132
2014-11-02,17,330
2013-12-06,19,223
2015-02-11,10,71
2014-10-14,14,442
2015-10-09,22,170
2014-07-15,22,89
2013-12-14,11,264
2015-03-10,11,192
2015-09-30,14,374
2014-11-10,15,385
2014-07-06,14,365
2014-11-03,10,86
2014-07-23,14,383
2015-10-17,14,468
2015-01-24,17,366
2015-07-16,22,172
2015-07-26,23,2
2015-05-14,18,337
2015-10-27,15,416
2015-08-15,10,93
2014-08-02,15,524
2014-02-17,18,286
2015-03-28,21,208
2014-05-21,10,110
2014-09-25,11,202
2014-05-01,23,18
2014-01-11,22,131
2015-04-07,22,63
2013-12-15,21,135
2015-05-31,18,260
2015-07-09,14,402
2015-05-04,17,390
2015-09-01,10,87
2014-06-07,10,121
2014-04-14,14,424
2015-08-05,9,1
2015-03-11,21,202
2015-06-10,19,337
2014-06-17,11,206
2014-03-16,19,292
2015-09-11,11,174
2015-08-12,23,6
2014-08-19,15,366
2015-11-13,15,440
2014-12-17,11,222
2015-04-07,16,317
2014-09-08,11,210
2014-05-11,15,455
2014-02-07,23,3
2015-08-05,15,358
2015-12-03,11,176
2015-05-04,23,2
2015-11-23,10,128
2015-07-26,14,411
2015-08-22,18,369
2014-12-18,21,178
2014-05-28,18,364
2014-04-24,9,4
2015-04-17,17,422
2015-07-19,9,3
2014-08-29,10,94
2014-01-21,17,208
2015-05-24,13,401
2014-07-23,20,304
2015-10-17,20,267
2015-07-17,9,2
2014-02-27,13,426
2015-06-19,18,401
2014-04-22,9,2
2015-05-14,12,422
2014-06-17,14,384
2014-02-17,12,281
2015-11-04,10,86
2015-06-29,19,364
2014-04-04,19,286
2015-09-11,14,443
2014-08-10,10,99
2015-08-31,23,3
2014-07-04,14,416
2015-09-28,14,426
2014-10-31,20,194
2013-12-16,8,3
2014-08-20,11,208
2015-04-26,22,120
2014-01-14,17,239
2015-01-24,11,172
2014-11-21,14,488
2014-08-27,8,2
2014-09-25,17,372
2014-10-16,11,219
2015-01-03,17,342
2015-12-01,11,139
2015-01-17,14,472
2014-09-11,23,6
2014-08-13,14,394
2014-06-10,20,350
2015-11-24,14,474
2014-11-14,20,240
2015-03-14,16,447
2015-02-06,10,69
2015-03-07,19,261
2014-10-09,14,497
2014-11-07,23,3
2015-06-22,16,300
2014-09-18,20,298
2015-08-16,14,369
2014-11-28,11,201
2014-07-31,15,376
2015-01-16,16,334
2014-01-07,20,123
2015-01-03,23,7
2014-07-30,23,7
2014-12-05,14,489
2015-10-12,14,458
2014-09-26,15,451
2015-04-26,16,492
2014-07-02,9,2
2014-04-22,15,371
2014-03-04,19,267
2014-11-20,16,285
2014-03-11,16,321
2014-06-05,22,196
2013-12-30,22,148
2014-04-29,12,450
2015-04-19,19,321
2015-08-17,9,1
2014-10-03,12,438
2015-04-12,22,80
2015-02-28,16,486
2014-10-10,9,4
2015-10-26,8,4
2014-06-18,15,397
2014-06-19,16,380
2015-06-15,19,355
2015-08-03,15,355
2014-01-13,16,250
2015-01-09,19,293
2014-08-07,12,438
2014-02-25,22,71
2015-06-21,21,183
2014-04-16,19,330
2015-05-02,12,368
2015-05-02,18,390
2014-12-12,11,223
2015-08-30,8,2
2015-06-08,22,123
2014-08-14,15,410
2014-08-14,9,5
2015-10-06,18,362
2015-10-06,12,303
2014-03-10,15,303
2015-01-02,22,156
2015-08-23,11,183
2014-04-23,16,343
2015-09-29,15,363
2014-03-17,12,270
2014-08-21,12,422
2015-08-10,12,312
2014-06-12,19,346
2015-02-28,22,145
2014-01-06,19,242
2014-05-06,15,360
2015-06-28,18,295
2015-02-21,19,210
2014-06-25,12,378
2015-10-19,11,176
2014-02-25,16,246
2014-01-19,12,298
2015-06-21,15,422
2014-10-23,8,1
2014-04-16,16,368
2015-07-12,9,6
2015-05-02,15,480
2014-06-26,10,95
2014-01-20,10,88
2015-07-27,21,202
2015-10-06,15,374
2015-10-13,12,317
2015-08-03,18,424
2014-01-13,13,312
2014-08-07,21,239
2015-05-09,12,302
2014-03-18,10,68
2015-10-20,9,15
2015-06-28,15,401
2015-04-25,18,403
2014-04-23,13,418
2013-12-30,19,300
2015-08-17,12,252
2015-09-29,18,316
2015-10-05,20,253
2014-06-11,21,223
2015-10-12,17,443
2015-03-20,9,5
2014-09-26,18,431
2015-11-18,21,164
2015-04-26,13,436
2015-08-24,15,327
2015-08-24,9,3
2015-06-14,21,199
2014-04-22,18,338
2013-12-23,22,148
2013-12-01,13,372
2014-05-07,13,513
2015-04-18,21,231
2015-09-22,21,173
2015-08-16,17,419
2014-04-30,10,67
2015-06-28,9,6
2014-02-18,22,71
2014-06-18,18,386
2014-03-11,13,460
2015-07-05,12,273
2014-07-09,9,3
2015-11-02,8,2
2015-09-14,23,9
2014-10-02,20,285
2014-10-08,13,476
2013-12-02,8,2
2015-11-24,17,420
2015-06-20,17,458
2015-03-14,13,410
2014-09-25,23,1
2015-03-21,10,103
2015-09-21,20,238
2015-06-22,13,432
2015-01-10,20,199
2014-07-31,18,400
2014-08-06,20,347
2015-09-28,17,367
2015-01-16,13,424
2015-11-10,23,4
2014-01-27,13,342
2014-10-09,17,382
2015-05-17,10,104
2014-12-11,10,87
2014-01-21,11,127
2015-01-30,13,386
2013-12-08,10,126
2014-05-14,10,117
2014-01-14,14,272
2015-08-02,23,6
2014-09-19,21,283
2014-04-15,21,110
2015-08-09,20,217
2015-05-03,10,80
2015-01-17,17,402
2014-08-13,17,352
2014-12-04,13,410
2015-09-28,23,1
2015-05-10,13,395
2014-02-03,10,36
2015-11-17,20,191
2014-06-17,17,317
2015-06-29,10,91
2014-07-24,21,265
2014-11-21,17,361
2015-01-23,10,85
2014-02-26,20,187
2015-11-30,16,252
2014-11-14,17,370
2014-10-02,14,428
2015-11-23,19,333
2014-12-05,11,248
2015-01-09,22,100
2014-07-01,11,231
2014-02-19,23,4
2015-11-16,22,90
2014-06-24,14,410
2015-03-22,8,1
2014-11-28,14,430
2014-10-31,23,5
2013-12-31,20,65
2015-03-07,22,136
2014-08-27,11,215
2015-01-23,16,335
2015-04-26,19,334
2014-08-20,14,467
2013-12-02,11,149
2015-01-24,14,414
2015-01-24,8,1
2014-11-20,19,257
2014-12-27,23,5
2015-04-05,2,1
2014-07-23,23,9
2014-07-30,20,313
2014-01-07,17,205
2015-01-03,20,201
2015-05-03,16,466
2015-01-17,11,210
2014-10-16,14,425
2014-09-18,23,10
2014-11-28,8,1
2015-01-16,19,311
2015-11-03,23,4
2015-03-07,16,520
2015-10-05,14,413
2015-03-15,11,221
2014-10-09,11,235
2014-06-11,15,366
2014-10-01,16,315
2014-11-07,20,229
2014-04-16,22,120
2015-08-30,11,159
2014-01-20,16,389
2014-08-14,12,411
2015-01-02,19,307
2014-03-10,12,264
2015-06-27,14,471
2015-07-20,18,396
2015-10-01,23,4
2015-09-14,14,416
2014-12-11,12,399
2014-07-17,18,399
2014-06-20,14,479
2015-10-11,18,399
2015-06-13,22,201
2014-10-18,10,114
2014-03-19,22,82
2015-02-23,21,129
2014-03-29,17,397
2015-06-23,17,334
2014-10-25,15,567
2014-07-24,23,13
2015-02-22,11,188
2015-10-18,23,5
2014-03-09,21,133
2014-10-08,9,6
2015-10-01,17,345
2015-06-03,21,223
2014-07-07,17,336
2014-02-21,8,1
2014-08-13,13,478
2015-11-07,13,492
2015-10-10,22,179
2015-01-06,20,167
2015-05-18,8,1
2015-08-08,18,324
2014-12-01,14,401
2014-09-18,19,358
2014-07-26,23,18
2014-05-14,18,378
2014-11-04,16,343
2014-04-08,12,298
2015-08-25,18,368
2015-08-26,8,2
2014-06-01,8,1
2015-09-04,19,310
2014-10-16,10,68
2014-06-10,19,408
2014-08-23,14,507
2014-06-11,9,4
2014-12-20,20,238
2015-02-12,16,284
2014-09-09,14,410
2015-11-06,23,10
2014-12-10,19,242
2015-08-16,13,333
2015-04-11,12,371
2014-05-22,13,459
2015-07-30,13,464
2014-09-29,10,98
2014-06-01,14,546
2014-09-01,19,316
2014-05-04,23,3
2014-09-28,20,254
2014-05-05,13,431
2015-08-26,14,386
2015-07-29,23,6
2015-11-17,8,11
2014-08-22,18,394
2014-04-25,12,412
2015-11-16,18,370
2014-08-23,8,1
2015-07-20,12,285
2014-04-16,10,75
2014-11-13,18,295
2015-07-11,10,105
2013-12-17,20,194
2014-09-20,22,214
2014-11-23,19,270
2014-08-05,18,374
2014-06-28,15,532
2015-10-30,18,387
2014-02-11,13,307
2015-05-08,13,544
2015-09-12,14,430
2015-07-01,9,1
2014-06-18,14,404
2015-02-24,8,1
2014-03-20,9,3
2015-02-14,13,480
2014-10-17,23,9
2015-06-14,9,4
2015-10-02,10,86
2014-10-07,22,144
2015-10-09,15,406
2015-02-04,18,295
2014-07-08,10,87
2014-01-03,20,146
2015-06-04,14,446
2015-03-30,20,272
2014-03-10,14,326
2014-02-28,13,462
2015-10-19,10,85
2014-06-28,9,4
2014-07-25,10,123
2015-09-22,9,1
2015-05-25,13,388
2015-06-21,14,407
2013-12-07,19,343
2014-06-29,22,122
2014-04-06,15,521
2015-03-03,19,173
2014-10-27,18,406
2015-09-23,22,142
2015-07-01,15,391
2014-11-03,23,2
2014-12-22,20,288
2014-12-23,13,594
2015-02-15,9,2
2015-11-19,11,186
2014-07-02,15,365
2014-08-25,11,225
2014-12-13,12,456
2015-01-01,21,178
2015-11-28,19,299
2015-02-24,17,242
2014-10-20,16,359
2015-04-02,13,497
2014-10-11,8,1
2014-01-06,13,264
2014-05-17,11,326
2015-08-11,11,131
2015-10-13,15,404
2015-04-11,21,210
2014-01-15,21,133
2015-01-28,16,193
2014-02-21,17,326
2015-05-18,17,413
2014-09-21,12,315
2014-11-25,19,363
2015-01-18,21,135
2015-05-08,16,411
2014-10-01,13,353
2014-08-08,11,265
2014-09-13,20,310
2014-08-17,19,320
2014-09-04,12,413
2015-01-09,13,355
2014-07-17,21,231
2014-04-28,8,2
2014-12-23,7,2
2015-04-21,16,382
2014-01-25,16,408
2015-04-20,23,6
2014-10-18,13,533
2015-03-05,19,213
2014-08-06,8,1
2015-09-07,12,344
2015-06-06,20,310
2015-07-30,16,320
2015-10-31,8,3
2014-05-05,16,338
2014-03-12,20,203
2014-06-13,12,407
2015-01-10,23,2
2015-11-10,9,26
2014-08-16,9,1
2013-12-29,21,140
2014-11-14,14,427
2015-07-13,16,362
2015-03-15,20,194
2014-04-18,16,503
2013-12-19,20,259
2015-05-27,19,325
2014-11-24,9,3
2015-08-28,11,189
2015-10-21,13,450
2015-06-16,12,341
2014-03-22,12,360
2014-03-02,19,186
2015-07-20,21,249
2014-04-08,21,134
2014-08-06,14,397
2014-07-10,13,485
2015-10-31,14,482
2015-10-04,13,364
2015-07-03,21,235
2014-11-07,9,4
2015-06-23,20,249
2015-09-24,12,347
2015-02-16,19,197
2014-07-27,16,471
2015-10-21,16,350
2014-06-30,12,386
2013-12-02,14,325
2015-08-19,12,377
2015-09-14,17,376
2015-02-26,14,321
2014-04-27,21,137
2015-04-21,10,80
2014-05-25,12,384
2014-01-25,10,85
2015-07-22,21,230
2014-07-18,8,1
2014-08-15,22,154
2015-07-12,20,289
2014-02-04,11,141
2015-11-09,22,93
2015-05-01,11,268
2014-04-08,15,323
2015-11-27,12,259
2014-02-13,16,233
2015-05-10,16,443
2015-10-30,21,222
2015-01-11,10,78
2014-09-02,12,341
2015-07-03,15,460
2015-09-24,18,312
2014-06-30,18,450
2014-07-01,8,1
2013-12-29,15,341
2014-04-28,11,222
2014-05-24,22,195
2015-07-23,11,204
2014-09-21,18,351
2015-08-18,16,351
2015-08-18,22,126
2015-03-25,15,295
2015-07-13,10,74
2015-03-15,14,462
2014-06-03,17,321
2014-06-11,12,403
2014-04-18,10,143
2015-08-28,17,442
2014-11-30,19,197
2014-06-04,15,400
2014-01-05,12,222
2014-03-05,20,168
2014-07-03,16,447
2015-09-27,16,424
2015-08-11,19,306
2015-05-30,20,342
2015-06-13,11,224
2014-11-07,17,384
2014-03-19,11,184
2014-05-05,8,1
2014-08-22,19,321
2015-11-16,19,321
2014-06-24,11,199
2014-04-24,23,7
2015-07-20,13,412
2014-02-24,15,260
2015-07-19,23,2
2014-04-15,12,348
2014-10-11,16,626
2015-03-05,11,126
2015-05-03,19,372
2015-05-11,14,331
2015-09-07,20,224
2013-12-09,11,155
2015-09-08,10,106
2014-04-07,17,247
2014-08-13,8,1
2015-01-08,12,274
2015-11-02,19,298
2014-12-06,21,199
2014-09-10,22,171
2014-08-08,19,373
2015-04-05,11,215
2015-08-17,21,247
2015-03-13,9,7
2015-01-31,14,398
2014-07-16,17,357
2014-11-13,19,232
